ASPECT RATIOS FOR SHAPE PARAMETERS
1.0240316204518143 #757, triangle 253
1.0187845701218874 #758, triangle 253
1.032191686800852 #759, triangle 253
1.123851349114092 #760, triangle 254
1.001300050559514 #761, triangle 254
1.1232229980432042 #762, triangle 254
1.1214912483384127 #763, triangle 255
1.0036935857610572 #764, triangle 255
1.1238926079620852 #765, triangle 255
1.032477158620053 #766, triangle 256
1.1301678718206265 #767, triangle 256
1.1066583212559353 #768, triangle 256
1.1433828274224767 #769, triangle 257
1.107009694281176 #770, triangle 257
1.0679581675849807 #771, triangle 257
1.146295250261064 #772, triangle 258
1.1771701866872304 #773, triangle 258
1.0749265194200133 #774, triangle 258
1.1129449365143644 #775, triangle 259
1.0468386807569243 #776, triangle 259
1.12547061758959 #777, triangle 259
1.1033171050614854 #778, triangle 260
