ASPECT RATIOS FOR JACOBIAN
-0.9412091504090674 #747, triangle 249
1.22134736247433 #748, triangle 250
1.095136130589464 #749, triangle 250
-0.715308727445794 #750, triangle 250
1.183075566600445 #751, triangle 251
1.1126670631866211 #752, triangle 251
-0.7264444552874468 #753, triangle 251
1.1462084469515659 #754, triangle 252
1.179249706916794 #755, triangle 252
-0.5192380200010663 #756, triangle 252
1.1983377270598468 #757, triangle 253
1.4399215561562428 #758, triangle 253
-0.4214568319425167 #759, triangle 253
1.159262617666405 #760, triangle 254
1.0330336402598057 #761, triangle 254
-0.8554265299170759 #762, triangle 254
2.221577837205017 #763, triangle 255
1.0103610876743672 #764, triangle 255
