ASPECT RATIOS FOR JACOBIAN
1.0014101748885307 #578, triangle 193
1.1278488654083976 #579, triangle 193
1.068646608548511 #580, triangle 194
1.019248044533865 #581, triangle 194
1.0123001285567477 #582, triangle 194
1.1342374975467906 #583, triangle 195
1.0347498263007169 #584, triangle 195
1.114335786154229 #585, triangle 195
1.0974281333199842 #586, triangle 196
1.1623466713833306 #587, triangle 196
1.0958623066223165 #588, triangle 196
1.1004278462975705 #589, triangle 197
1.6308815564607395 #590, triangle 197
1.3589835743165954 #591, triangle 197
1.0148298851992146 #592, triangle 198
1.1421192322499525 #593, triangle 198
1.0199690668125698 #594, triangle 198
1.0866068298377856 #595, triangle 199
1.4634300336328319 #596, triangle 199
2.0571331748451005 #597, triangle 199
1.218321445124818 #598, triangle 200
1.1410578517066137 #599, triangle 200
1.5092782537890193 #600, triangle 200
1.3717785916302354 #601, triangle 201
1.2840304386124095 #602, triangle 201
1.2662124487698727 #603, triangle 201
3.2523013465013655 #604, triangle 202
2.143876384177038 #605, triangle 202
1.481431577414329 #606, triangle 202
1.9442476765376548 #607, triangle 203
1.5322535547550546 #608, triangle 203
1.17838685634276 #609, triangle 203
1.4172316171151995 #610, triangle 204
1.1353346192946907 #611, triangle 204
1.2653971005941236 #612, triangle 204
1.1309440539084847 #613, triangle 205
1.1408501367652186 #614, triangle 205
1.0810426284527261 #615, triangle 205
1.2692303824575857 #616, triangle 206
1.5352626555907962 #617, triangle 206
1.6156601404093196 #618, triangle 206
1.3023186073986153 #619, triangle 207
1.1756789707739679 #620, triangle 207
1.3138731425277355 #621, triangle 207
1.056596322980302 #622, triangle 208
1.1694416206604386 #623, triangle 208
1.2610411462173698 #624, triangle 208
1.1001933440092542 #625, triangle 209
1.088344801132177 #626, triangle 209
1.283381180833626 #627, triangle 209
1.266754588623122 #628, triangle 210
1.055957922466125 #629, triangle 210
1.0558004265676173 #630, triangle 210
#The minimum value is 1.0002830507493292, which is in quad 178 {(-4.84503263415, -1.6935735468000002)(-4.4504998448, -1.6523746469)(-4.6424188896, -1.3045662262)(-4.841467734233333, -1.4479682997)}, which is in triangle 60 {(-5.2395654235, -1.7347724467)(-4.4504998448, -1.6523746469)(-4.8343379344, -0.9567578055)}
#The maximum value is 3.2523013465013655, which is in quad 604 {(7.627594203, -0.5506181824)(7.740787918500001, -0.2753090912)(7.6188258593, -0.03015539156666669)(7.501247971950001, -0.045233087350000034)}, which is in triangle 202 {(7.3749017409, 0.4601520077)(7.627594203, -0.5506181824)(7.853981634, 0.0)}
#The mean average is 1.281754642592742

